environment,media_s1,absente,comportament,trece
urban,8.4,4.0,0.44,1
urban,5.74,4.0,0.76,1
rural,6.76,6.0,0.07,1
urban,7.03,,0.92,0
rural,3.17,5.0,,0
urban,4.06,6.0,0.51,0
urban,7.67,5.0,0.3,1
rural,5.53,7.0,0.65,1
urban,9.11,6.0,0.02,1
urban,8.93,,0.74,0
urban,8.44,5.0,0.1,1
urban,10.0,3.0,0.44,1
urban,6.83,5.0,0.15,1
urban,8.3,4.0,0.17,1
rural,5.83,3.0,0.46,1
rural,10.0,3.0,0.07,1
urban,10.0,4.0,0.15,1
rural,7.02,5.0,0.54,1
rural,7.77,3.0,0.7,1
rural,9.72,4.0,0.36,1
urban,6.71,2.0,0.87,1
rural,5.69,2.0,0.16,1
urban,8.75,2.0,0.56,1
rural,7.16,4.0,0.09,1
urban,7.37,1.0,0.17,1
urban,5.33,6.0,0.91,1
rural,3.56,9.0,,1
rural,7.47,7.0,,1
urban,8.81,7.0,0.8,1
rural,6.55,,0.2,0
rural,9.87,6.0,,1
rural,5.59,4.0,0.09,1
urban,4.89,9.0,0.05,1
urban,,7.0,0.73,0
rural,6.83,5.0,0.54,1
rural,,2.0,,0
rural,5.45,4.0,0.58,1
urban,9.74,4.0,0.01,1
urban,10.0,1.0,0.32,1
rural,6.92,10.0,0.69,1
rural,9.5,5.0,0.86,1
rural,4.89,7.0,0.15,1
rural,9.15,4.0,0.12,1
rural,9.09,6.0,0.96,1
rural,8.73,2.0,0.97,1
urban,6.97,8.0,0.75,1
rural,1.09,4.0,0.06,0
urban,5.72,3.0,,1
rural,5.75,4.0,0.13,1
rural,5.04,5.0,0.85,1
urban,,3.0,0.3,0
urban,6.16,4.0,,1
urban,5.35,3.0,0.19,1
urban,4.88,3.0,0.73,1
rural,5.57,7.0,0.5,1
urban,9.24,5.0,,1
rural,5.68,6.0,0.32,1
urban,5.97,9.0,0.38,1
rural,6.09,,0.9,0
rural,7.68,6.0,0.25,1
rural,7.91,8.0,0.9,1
rural,0.91,3.0,0.08,0
rural,9.04,7.0,0.16,1
rural,9.87,5.0,0.66,1
urban,4.9,10.0,0.99,1
rural,5.06,5.0,,1
urban,6.1,8.0,0.51,1
urban,5.49,11.0,0.53,1
rural,7.45,4.0,0.57,1
urban,3.11,4.0,0.79,1
rural,4.76,5.0,0.55,1
urban,10.0,4.0,0.12,1
rural,5.14,5.0,0.84,1
urban,9.49,5.0,0.89,1
rural,7.71,12.0,0.92,1
rural,,4.0,0.42,0
rural,8.27,1.0,0.22,1
rural,6.76,7.0,0.12,1
urban,6.09,5.0,0.52,1
rural,7.49,3.0,,1
urban,7.95,3.0,0.43,1
urban,8.42,3.0,0.1,1
urban,9.36,6.0,0.2,1
rural,7.82,7.0,0.44,1
urban,4.25,6.0,0.18,1
urban,6.05,8.0,0.23,1
urban,10.0,7.0,0.02,1
rural,8.45,4.0,0.07,1
rural,10.0,4.0,,1
urban,9.79,5.0,0.66,1
rural,7.48,3.0,0.15,1
rural,,4.0,0.88,0
urban,6.93,2.0,0.79,1
urban,3.52,4.0,0.82,1
rural,7.04,4.0,0.35,1
urban,9.42,6.0,0.06,1
rural,5.8,,0.08,0
rural,7.82,4.0,0.69,1
rural,8.7,1.0,0.92,1
rural,5.18,2.0,0.18,1
rural,6.1,7.0,0.86,1
rural,4.96,3.0,0.65,1
urban,5.36,6.0,0.68,1
urban,4.42,4.0,0.7,1
rural,5.2,2.0,0.06,1
rural,9.84,6.0,0.6,1
rural,5.17,7.0,0.48,1
urban,7.25,3.0,0.84,1
rural,5.99,5.0,0.43,1
urban,9.36,6.0,0.51,1
rural,9.62,9.0,0.58,1
rural,8.73,6.0,0.59,1
urban,7.61,6.0,0.4,1
urban,6.54,3.0,0.17,1
rural,,4.0,0.25,0
rural,10.0,6.0,0.41,1
rural,5.48,3.0,0.62,1
urban,,4.0,0.45,0
urban,9.12,5.0,0.79,1
urban,5.89,7.0,0.58,1
urban,9.08,6.0,0.34,1
urban,8.53,,0.5,0
urban,10.0,5.0,0.36,1
rural,6.06,3.0,0.03,1
rural,4.43,,0.28,0
urban,5.99,3.0,0.45,1
rural,7.42,4.0,0.26,1
rural,7.12,1.0,0.72,1
urban,6.21,3.0,0.86,1
rural,3.18,2.0,0.3,1
urban,7.94,4.0,0.02,1
urban,10.0,4.0,0.88,1
rural,7.93,3.0,0.58,1
urban,8.22,1.0,0.01,1
urban,8.14,4.0,0.5,1
urban,7.79,2.0,0.1,1
urban,8.86,3.0,0.67,1
urban,,1.0,,0
urban,6.37,,0.91,0
urban,5.41,6.0,0.4,1
urban,6.5,8.0,0.92,1
rural,7.63,5.0,0.84,1
rural,6.37,3.0,0.75,1
rural,7.63,7.0,,1
urban,7.88,7.0,0.41,1
urban,8.67,4.0,0.39,1
rural,9.57,4.0,0.05,1
rural,7.16,5.0,0.61,1
rural,4.38,4.0,0.8,1
urban,6.31,,0.74,0
rural,7.09,5.0,0.58,1
rural,3.33,4.0,0.36,0
urban,9.78,1.0,0.69,1
rural,,5.0,0.53,0
urban,7.76,3.0,0.84,1
urban,9.73,6.0,0.27,1
urban,,7.0,0.1,0
rural,8.15,3.0,0.0,1
rural,6.78,4.0,0.74,1
urban,6.63,5.0,0.6,1
rural,5.46,5.0,0.06,1
rural,10.0,5.0,0.84,1
rural,6.25,5.0,0.48,1
rural,8.4,3.0,0.46,1
urban,3.25,5.0,0.68,1
rural,9.36,3.0,0.63,1
urban,9.1,4.0,0.24,1
urban,7.19,7.0,0.64,1
rural,6.55,5.0,0.86,1
urban,7.8,5.0,0.39,1
rural,10.0,2.0,,1
rural,3.47,6.0,0.06,0
urban,8.56,2.0,0.61,1
urban,,1.0,0.76,0
urban,6.96,4.0,0.97,1
urban,6.5,5.0,0.61,1
rural,6.14,6.0,0.45,1
rural,6.98,,,0
rural,4.73,5.0,0.18,0
urban,9.06,9.0,0.71,1
urban,3.41,2.0,0.33,1
urban,,3.0,0.86,0
rural,6.35,3.0,0.75,1
urban,4.66,6.0,,0
rural,7.4,13.0,0.77,1
urban,3.89,4.0,0.89,1
rural,7.08,6.0,0.25,1
rural,4.15,5.0,0.57,0
urban,7.92,3.0,0.42,1
urban,5.15,4.0,0.93,1
rural,6.1,9.0,0.97,1
rural,7.59,4.0,0.1,1
urban,5.45,,0.55,0
urban,6.88,6.0,0.53,1
rural,3.97,5.0,0.87,1
urban,8.26,,0.78,0
rural,10.0,9.0,0.29,1
rural,10.0,6.0,0.52,1
urban,7.18,3.0,0.38,1
urban,8.58,5.0,0.35,1
urban,3.44,6.0,0.73,0
urban,,4.0,0.6,0
urban,8.55,3.0,0.2,1
rural,6.03,0.0,0.62,1
rural,9.47,5.0,0.46,1
urban,6.49,3.0,0.34,1
urban,6.08,,0.07,0
urban,7.95,4.0,0.93,1
rural,4.87,2.0,0.86,1
urban,9.04,7.0,0.3,1
urban,4.89,2.0,0.56,0
rural,4.9,3.0,0.86,0
rural,5.18,4.0,0.52,1
urban,8.52,,0.14,0
urban,5.77,11.0,0.47,1
urban,4.3,5.0,0.31,1
rural,5.79,,0.46,0
urban,6.94,9.0,0.85,1
urban,,4.0,0.41,0
urban,4.7,0.0,0.8,0
rural,10.0,6.0,0.23,1
rural,5.28,6.0,0.59,1
urban,6.35,3.0,0.43,1
urban,6.27,8.0,0.97,1
rural,6.16,4.0,0.0,1
rural,8.24,7.0,0.36,1
rural,8.9,7.0,0.81,1
rural,6.39,6.0,0.39,1
rural,4.53,6.0,0.22,1
rural,,6.0,0.85,0
rural,6.81,1.0,0.59,1
rural,10.0,6.0,0.56,1
rural,2.51,5.0,0.4,0
urban,7.39,8.0,0.16,1
urban,10.0,1.0,0.58,1
urban,6.29,2.0,0.51,1
rural,6.55,8.0,0.4,1
urban,7.59,6.0,0.08,1
rural,5.88,7.0,0.65,1
rural,6.38,6.0,0.63,1
urban,6.32,3.0,0.56,1
rural,5.75,2.0,0.13,1
urban,,3.0,0.3,0
urban,7.92,9.0,0.47,1
urban,7.5,4.0,0.73,1
rural,8.62,2.0,0.22,1
urban,6.47,8.0,0.8,1
rural,5.45,,0.32,0
urban,5.79,4.0,0.67,1
urban,7.0,9.0,0.94,1
urban,4.88,6.0,0.71,1
rural,,4.0,0.07,0
rural,5.97,4.0,0.38,1
rural,10.0,,0.58,0
urban,1.45,3.0,0.67,0
urban,6.64,6.0,0.34,1
rural,10.0,4.0,0.43,1
rural,7.24,5.0,0.38,1
rural,8.51,4.0,0.7,1
rural,7.2,4.0,0.91,1
rural,5.67,2.0,0.78,1
rural,2.52,5.0,0.26,0
urban,7.41,2.0,0.54,1
rural,5.45,5.0,0.48,1
urban,5.4,7.0,0.02,1
urban,6.0,6.0,0.94,1
rural,10.0,4.0,0.47,1
rural,10.0,0.0,0.94,1
urban,7.43,3.0,0.66,1
rural,6.07,5.0,0.71,1
rural,4.65,9.0,0.43,0
urban,7.94,3.0,0.86,1
urban,10.0,7.0,0.19,1
urban,6.51,4.0,0.96,1
rural,2.24,6.0,0.62,0
urban,8.34,5.0,0.33,1
rural,8.97,6.0,0.74,1
urban,3.83,2.0,0.75,1
urban,7.35,5.0,0.77,1
urban,,8.0,0.29,0
rural,6.85,6.0,0.03,1
rural,5.42,9.0,,1
urban,9.03,7.0,0.8,1
urban,6.19,3.0,0.4,1
urban,,2.0,0.17,0
rural,2.9,8.0,0.47,0
urban,9.52,3.0,0.31,1
rural,8.23,7.0,0.19,1
urban,7.18,6.0,0.49,1
urban,6.12,2.0,0.83,1
urban,5.94,4.0,0.58,1
urban,4.85,,0.49,0
urban,6.14,5.0,,1
urban,,4.0,0.76,0
rural,5.53,,0.13,0
urban,6.38,5.0,0.42,1
rural,8.22,10.0,,1
urban,6.92,3.0,0.61,1
urban,8.59,3.0,0.68,1
rural,9.7,2.0,0.33,1
urban,9.12,3.0,0.37,1
rural,7.94,0.0,0.1,1
rural,7.02,6.0,,1
urban,5.04,4.0,0.76,1
rural,8.48,9.0,0.93,1
rural,10.0,6.0,0.2,1
urban,7.68,6.0,0.92,1
rural,10.0,5.0,0.34,1
urban,3.95,5.0,0.88,0
urban,4.69,4.0,0.03,0
urban,8.71,4.0,0.09,1
urban,7.53,7.0,0.43,1
rural,9.63,7.0,0.85,1
urban,6.97,,0.45,0
urban,5.26,2.0,0.84,1
rural,6.57,10.0,0.34,1
urban,3.93,7.0,0.13,1
urban,,5.0,0.93,0
rural,8.94,5.0,0.08,1
rural,8.75,8.0,0.71,1
rural,7.73,7.0,0.88,1
rural,3.56,,0.12,0
rural,6.28,7.0,0.52,1
rural,4.55,5.0,,1
rural,9.35,4.0,0.46,1
urban,5.83,,0.79,0
rural,4.83,4.0,0.3,0
rural,7.06,5.0,0.23,1
rural,5.72,6.0,0.25,1
urban,9.97,4.0,0.79,1
urban,5.53,6.0,0.97,1
rural,4.2,9.0,0.23,1
rural,2.69,4.0,0.07,0
rural,6.94,,0.13,0
urban,5.88,2.0,0.63,1
urban,4.14,8.0,0.68,1
rural,9.38,2.0,0.45,1
urban,8.33,3.0,0.08,1
rural,6.94,4.0,0.93,1
urban,9.73,,0.93,0
urban,8.33,7.0,,1
rural,5.35,4.0,0.82,1
rural,4.92,11.0,0.9,1
rural,8.64,2.0,0.51,1
rural,7.79,,0.6,0
urban,7.34,3.0,0.73,1
urban,5.31,3.0,0.89,1
urban,8.22,5.0,0.09,1
rural,5.49,5.0,,1
urban,6.8,7.0,0.68,1
rural,9.89,6.0,0.05,1
urban,5.68,4.0,0.1,1
rural,3.85,3.0,0.42,0
rural,4.89,7.0,0.18,0
urban,8.99,3.0,0.9,1
rural,7.51,3.0,0.33,1
rural,6.74,4.0,0.58,1
urban,5.98,5.0,0.01,1
rural,7.97,5.0,0.51,1
rural,5.3,8.0,0.81,1
rural,7.61,10.0,0.97,1
urban,5.54,6.0,0.68,1
urban,5.2,7.0,0.2,1
rural,5.73,5.0,,1
urban,6.25,5.0,0.16,1
rural,6.9,2.0,0.34,1
rural,7.47,,0.56,0
rural,0.0,5.0,0.49,0
rural,5.38,4.0,0.87,1
rural,6.22,0.0,0.2,1
urban,10.0,4.0,0.43,1
rural,4.84,5.0,0.63,0
urban,7.33,6.0,0.98,1
urban,9.99,,0.21,0
rural,4.37,7.0,0.83,0
rural,7.79,3.0,0.62,1
urban,5.4,4.0,0.13,1
urban,5.99,4.0,0.78,1
urban,5.39,8.0,0.17,1
rural,,3.0,0.7,0
urban,10.0,5.0,0.24,1
rural,8.69,7.0,0.47,1
rural,9.2,5.0,0.78,1
rural,7.98,5.0,0.63,1
urban,3.79,6.0,,1
rural,7.79,4.0,0.8,1
rural,9.15,,0.03,0
rural,5.29,8.0,,1
rural,8.93,5.0,0.99,1
rural,8.41,2.0,0.8,1
urban,10.0,7.0,0.37,1
rural,6.16,3.0,0.29,1
rural,4.8,4.0,0.7,0
urban,6.28,4.0,0.14,1
rural,9.87,3.0,0.88,1
urban,3.34,7.0,0.08,1
rural,2.86,5.0,,0
urban,7.18,1.0,0.85,1
urban,6.11,3.0,0.72,1
rural,7.02,5.0,0.49,1
rural,8.89,7.0,0.23,1
rural,5.89,6.0,0.6,1
urban,3.25,1.0,0.97,1
urban,10.0,2.0,0.1,1
urban,5.01,2.0,0.03,1
rural,4.88,4.0,0.42,1
urban,9.21,4.0,0.59,1
urban,6.23,12.0,0.36,1
rural,6.87,,0.72,0
urban,7.97,4.0,0.52,1
urban,9.17,9.0,0.35,1
rural,6.33,6.0,0.79,1
urban,10.0,4.0,0.1,1
rural,2.73,5.0,0.04,0
rural,8.52,0.0,0.06,1
rural,5.32,9.0,0.81,1
rural,9.74,4.0,0.8,1
rural,7.28,3.0,0.83,1
urban,5.65,4.0,0.28,1
urban,8.33,9.0,0.49,1
rural,8.79,6.0,0.32,1
rural,8.28,5.0,0.59,1
urban,4.94,4.0,0.85,0
rural,6.03,,0.02,0
rural,6.99,5.0,0.57,1
rural,6.92,6.0,0.2,1
urban,8.5,3.0,0.87,1
urban,2.97,4.0,0.96,0
rural,7.67,1.0,,1
rural,,2.0,0.03,0
urban,5.32,,0.3,0
urban,5.52,4.0,0.23,1
rural,6.57,6.0,0.83,1
rural,,,0.02,0
urban,5.6,6.0,0.92,1
urban,5.25,5.0,0.59,1
urban,8.07,0.0,0.74,1
rural,5.39,3.0,0.46,1
urban,6.57,3.0,0.71,1
rural,,8.0,0.33,0
urban,8.99,5.0,0.66,1
urban,8.8,6.0,0.43,1
urban,6.0,5.0,0.93,1
urban,8.09,2.0,0.93,1
rural,6.53,7.0,0.57,1
rural,6.61,4.0,0.77,1
urban,7.82,6.0,0.74,1
rural,5.81,6.0,0.71,1
urban,9.99,6.0,0.97,1
urban,6.68,6.0,0.88,1
urban,8.24,5.0,0.75,1
urban,9.91,5.0,0.08,1
rural,9.06,7.0,0.36,1
urban,4.18,5.0,0.34,1
urban,7.89,7.0,0.51,1
rural,8.7,5.0,0.86,1
urban,,7.0,0.67,0
urban,4.77,7.0,0.77,1
urban,,4.0,0.04,0
rural,8.99,7.0,0.05,1
urban,5.48,3.0,0.93,1
rural,6.4,5.0,0.21,1
urban,10.0,11.0,0.79,1
urban,6.9,4.0,0.55,1
rural,5.55,4.0,0.35,1
urban,5.24,6.0,0.76,1
urban,7.67,4.0,0.96,1
rural,4.33,5.0,0.26,1
rural,6.51,7.0,0.35,1
rural,7.67,,0.29,0
rural,9.6,3.0,0.64,1
rural,8.34,7.0,0.72,1
urban,5.57,2.0,0.48,1
rural,9.36,1.0,0.21,1
urban,6.4,2.0,,1
urban,4.53,3.0,0.75,0
urban,6.66,2.0,0.88,1
rural,9.88,8.0,0.51,1
rural,7.33,2.0,0.25,1
urban,7.03,7.0,0.67,1
rural,10.0,2.0,0.64,1
rural,4.14,5.0,0.91,1
rural,4.43,,0.28,0
rural,3.77,3.0,0.82,0
urban,7.75,0.0,0.67,1
urban,7.33,2.0,0.84,1
rural,10.0,4.0,0.1,1
urban,7.49,6.0,0.83,1
rural,6.19,5.0,0.48,1
rural,7.0,5.0,0.77,1
urban,7.24,3.0,0.24,1
urban,3.66,5.0,0.35,1
urban,10.0,5.0,0.41,1
rural,8.04,8.0,0.55,1
urban,7.42,4.0,0.51,1
rural,8.23,4.0,0.24,1
urban,8.42,4.0,0.9,1
urban,,7.0,0.94,0
rural,5.74,8.0,0.24,1
rural,8.2,10.0,0.39,1
rural,7.77,6.0,0.8,1
rural,5.38,3.0,0.78,1
rural,9.84,,0.97,0
rural,7.59,4.0,0.95,1
rural,8.46,2.0,0.88,1
rural,9.78,4.0,0.59,1
urban,7.04,2.0,0.34,1
rural,7.63,6.0,0.52,1
rural,,6.0,0.77,0
urban,5.55,4.0,0.1,1
rural,7.11,3.0,0.7,1
urban,7.25,6.0,0.9,1
urban,,7.0,0.21,0
rural,10.0,8.0,0.81,1
urban,4.19,2.0,0.89,1
rural,4.4,4.0,,0
urban,9.63,1.0,0.96,1
urban,8.43,3.0,0.5,1
urban,4.95,5.0,0.46,0
rural,8.21,5.0,0.6,1
rural,,6.0,0.21,0
urban,6.94,4.0,0.66,1
urban,10.0,5.0,0.81,1
rural,3.55,5.0,,1
rural,8.39,7.0,0.26,1
urban,9.33,2.0,0.92,1
urban,8.78,6.0,0.47,1
rural,6.59,4.0,0.63,1
rural,6.42,4.0,,1
rural,7.89,3.0,0.72,1
rural,8.63,4.0,0.32,1
rural,8.2,11.0,0.02,1
urban,9.08,3.0,0.47,1
rural,4.96,2.0,0.25,1
urban,6.54,5.0,0.42,1
rural,5.12,2.0,0.46,1
urban,6.23,5.0,0.87,1
rural,9.03,,0.77,0
rural,7.22,7.0,0.2,1
urban,10.0,6.0,0.32,1
urban,7.39,11.0,0.58,1
rural,7.12,2.0,0.57,1
rural,7.21,7.0,0.55,1
rural,5.72,6.0,0.95,1
rural,6.88,5.0,0.69,1
rural,,,0.1,0
urban,7.23,7.0,,1
urban,5.41,5.0,0.46,1
rural,5.15,4.0,0.58,1
urban,6.1,3.0,0.82,1
urban,7.15,7.0,0.21,1
urban,9.39,9.0,0.51,1
rural,4.32,2.0,0.86,1
urban,6.36,7.0,0.74,1
rural,7.29,3.0,0.35,1
urban,3.33,6.0,0.59,1
rural,5.33,6.0,0.01,1
urban,5.64,3.0,0.05,1
rural,5.41,11.0,0.11,1
rural,7.38,,0.69,0
urban,6.68,6.0,0.62,1
rural,5.89,4.0,0.92,1
rural,,4.0,0.71,0
rural,10.0,5.0,0.42,1
rural,10.0,4.0,0.87,1
rural,3.15,7.0,0.04,1
rural,8.15,6.0,0.01,1
rural,6.64,11.0,0.25,1
rural,7.31,1.0,0.13,1
urban,6.2,4.0,0.27,1
urban,,8.0,0.31,0
rural,7.3,1.0,0.46,1
rural,5.84,3.0,0.61,1
urban,5.21,17.0,0.35,1
urban,6.1,5.0,,1
urban,7.47,5.0,0.54,1
rural,8.2,10.0,0.88,1
urban,8.71,5.0,0.8,1
rural,6.01,6.0,0.05,1
rural,,2.0,0.47,0
urban,8.93,3.0,0.81,1
rural,9.33,3.0,0.91,1
rural,6.88,10.0,0.63,1
rural,6.56,5.0,0.93,1
rural,7.38,6.0,0.66,1
urban,4.7,5.0,0.21,0
urban,6.61,1.0,0.56,1
rural,8.49,2.0,0.76,1
rural,8.28,6.0,0.67,1
urban,6.46,10.0,0.08,1
rural,7.44,5.0,0.24,1
urban,5.35,6.0,0.69,1
rural,8.41,3.0,0.53,1
rural,6.84,3.0,0.03,1
urban,6.45,2.0,0.74,1
urban,6.28,2.0,0.08,1
urban,6.87,3.0,0.18,1
urban,6.1,8.0,0.9,1
rural,8.32,9.0,0.32,1
urban,6.21,3.0,0.03,1
rural,10.0,4.0,0.02,1
urban,9.93,8.0,0.94,1
urban,5.22,6.0,0.37,1
rural,7.14,,0.62,0
urban,5.7,6.0,0.41,1
urban,6.35,4.0,0.21,1
urban,10.0,3.0,0.88,1
urban,6.38,6.0,0.95,1
rural,7.72,6.0,,1
rural,8.08,,,0
urban,5.0,5.0,0.05,0
urban,5.29,7.0,0.86,1
urban,4.59,4.0,0.18,0
rural,,8.0,0.56,0
rural,1.3,1.0,0.58,0
rural,8.09,8.0,0.66,1
rural,10.0,8.0,0.04,1
urban,7.3,8.0,0.31,1
urban,4.17,3.0,0.51,0
urban,5.71,5.0,0.17,1
rural,6.08,3.0,0.94,1
urban,4.96,3.0,0.83,0
rural,8.72,11.0,0.14,1
rural,8.62,4.0,0.67,1
urban,4.69,5.0,0.41,0
urban,8.45,4.0,0.31,1
urban,10.0,5.0,0.29,1
rural,,8.0,,0
rural,10.0,3.0,0.9,1
urban,5.2,7.0,0.84,1
urban,10.0,3.0,0.35,1
rural,6.29,2.0,0.71,1
urban,5.82,,0.53,0
rural,7.65,3.0,0.44,1
rural,5.84,8.0,0.3,1
urban,7.8,4.0,0.08,1
urban,4.36,4.0,,0
urban,6.52,8.0,,1
urban,9.57,2.0,0.73,1
rural,6.89,8.0,0.04,1
rural,7.28,9.0,0.38,1
rural,7.95,3.0,0.17,1
urban,9.34,6.0,0.6,1
rural,3.69,5.0,0.86,0
urban,8.17,7.0,0.93,1
urban,6.46,4.0,0.89,1
urban,,3.0,0.87,0
urban,9.12,5.0,0.6,1
urban,4.61,6.0,0.24,0
urban,4.97,5.0,0.75,1
rural,3.13,4.0,0.72,1
urban,5.9,4.0,0.17,1
rural,9.66,6.0,0.19,1
rural,6.76,1.0,0.11,1
urban,4.32,3.0,0.5,0
urban,6.03,8.0,0.32,1
urban,4.02,3.0,0.9,0
rural,4.75,4.0,0.04,1
urban,7.78,4.0,0.32,1
rural,,7.0,0.88,0
urban,,12.0,1.0,0
urban,6.86,2.0,0.72,1
rural,7.17,6.0,0.9,1
rural,6.44,8.0,0.02,1
urban,8.55,2.0,0.77,1
rural,8.57,,0.46,0
rural,7.67,6.0,0.69,1
rural,8.13,1.0,0.43,1
rural,6.58,5.0,0.57,1
rural,8.08,5.0,0.26,1
urban,6.32,,0.57,0
urban,7.0,3.0,0.29,1
rural,6.45,4.0,0.28,1
urban,6.09,6.0,0.33,1
urban,5.62,7.0,0.2,1
rural,7.94,3.0,0.22,1
urban,9.62,6.0,0.93,1
rural,9.34,4.0,0.45,1
rural,,5.0,,0
urban,9.58,8.0,0.57,1
rural,6.36,8.0,0.27,1
rural,8.2,10.0,0.0,1
rural,5.19,8.0,0.1,1
rural,7.28,7.0,0.83,1
rural,7.63,4.0,,1
urban,4.03,,0.21,0
urban,8.22,5.0,0.91,1
rural,9.69,,0.81,0
rural,6.65,6.0,0.05,1
urban,,7.0,0.64,0
rural,6.62,3.0,0.52,1
urban,8.7,10.0,0.36,1
rural,2.56,6.0,,0
rural,10.0,3.0,0.15,1
rural,9.99,7.0,0.95,1
rural,6.43,3.0,0.17,1
rural,3.06,7.0,0.19,0
rural,7.58,6.0,0.37,1
rural,4.11,2.0,0.21,1
urban,,7.0,0.31,0
urban,7.82,4.0,0.04,1
urban,5.12,0.0,0.61,1
rural,9.24,4.0,0.24,1
rural,8.61,6.0,0.97,1
rural,8.95,9.0,0.11,1
rural,7.02,2.0,0.08,1
rural,4.17,8.0,0.17,1
rural,8.96,2.0,0.54,1
rural,6.46,8.0,0.75,1
urban,4.22,6.0,0.56,1
rural,9.7,5.0,0.86,1
urban,10.0,,0.59,0
urban,6.92,2.0,0.14,1
rural,10.0,7.0,0.19,1
rural,7.18,3.0,0.36,1
urban,6.24,6.0,0.92,1
urban,5.74,4.0,0.46,1
rural,10.0,2.0,0.87,1
rural,5.44,3.0,0.07,1
urban,8.47,5.0,0.69,1
rural,5.88,9.0,0.47,1
rural,6.08,5.0,0.17,1
rural,9.06,6.0,0.08,1
urban,6.24,7.0,0.32,1
urban,6.19,4.0,0.82,1
urban,,10.0,0.64,0
rural,10.0,5.0,0.46,1
rural,8.29,10.0,0.85,1
urban,5.69,,0.18,0
urban,5.98,2.0,0.28,1
urban,7.16,3.0,0.55,1
rural,7.64,5.0,0.59,1
urban,5.02,2.0,0.32,1
urban,8.45,1.0,0.5,1
rural,7.17,3.0,0.12,1
rural,3.57,7.0,0.01,1
rural,5.14,8.0,0.91,1
urban,5.99,9.0,0.44,1
rural,6.85,4.0,,1
rural,10.0,0.0,0.33,1
urban,7.48,5.0,0.52,1
rural,5.32,2.0,0.95,1
urban,7.44,7.0,0.72,1
urban,6.3,4.0,0.95,1
rural,7.65,2.0,0.11,1
rural,8.16,3.0,0.18,1
rural,9.42,5.0,0.36,1
rural,6.95,5.0,0.24,1
rural,10.0,4.0,0.96,1
rural,8.82,6.0,0.17,1
urban,5.59,8.0,0.17,1
urban,10.0,5.0,0.49,1
rural,7.65,7.0,0.7,1
urban,5.33,1.0,0.38,1
rural,10.0,5.0,0.04,1
urban,,2.0,0.77,0
urban,6.93,4.0,0.95,1
urban,5.99,5.0,0.81,1
rural,6.66,4.0,0.84,1
urban,8.43,5.0,0.85,1
rural,9.56,4.0,0.76,1
urban,8.14,5.0,0.81,1
urban,7.2,8.0,0.08,1
urban,10.0,3.0,0.05,1
urban,6.37,5.0,0.08,1
urban,9.06,9.0,0.59,1
rural,6.42,8.0,0.24,1
rural,7.86,8.0,0.03,1
urban,6.77,,0.08,0
urban,6.89,10.0,0.07,1
urban,6.25,1.0,0.63,1
urban,,0.0,,0
rural,5.53,5.0,0.85,1
urban,5.52,1.0,0.99,1
rural,10.0,6.0,0.44,1
urban,8.96,,0.54,0
rural,2.23,1.0,0.26,0
urban,5.87,7.0,0.66,1
urban,3.38,5.0,0.91,0
rural,5.1,5.0,0.18,1
urban,0.72,6.0,0.95,0
urban,6.73,2.0,0.22,1
urban,,2.0,0.27,0
rural,7.12,4.0,0.91,1
urban,3.75,9.0,0.59,0
urban,7.17,5.0,0.03,1
rural,6.17,4.0,0.8,1
rural,10.0,6.0,0.64,1
rural,9.82,5.0,0.74,1
urban,8.57,10.0,0.16,1
urban,6.35,6.0,0.87,1
urban,10.0,11.0,0.78,1
rural,,7.0,0.96,0
urban,4.19,1.0,0.41,0
urban,6.83,,0.52,0
rural,10.0,3.0,0.7,1
rural,6.6,3.0,0.1,1
rural,,2.0,0.21,0
rural,4.12,5.0,0.29,1
rural,8.89,6.0,0.95,1
urban,8.91,3.0,0.0,1
rural,8.58,9.0,0.99,1
urban,5.74,2.0,0.4,1
urban,5.59,3.0,0.65,1
rural,4.41,3.0,0.41,0
rural,7.17,4.0,0.78,1
rural,4.84,5.0,0.95,1
urban,4.65,3.0,0.45,1
rural,6.15,5.0,0.18,1
rural,6.02,,0.22,0
rural,5.92,5.0,0.27,1
rural,7.93,3.0,0.22,1
rural,7.16,4.0,0.01,1
urban,6.42,,0.86,0
urban,7.37,7.0,0.68,1
urban,5.02,4.0,0.52,1
rural,,4.0,0.15,0
rural,7.3,7.0,0.04,1
rural,3.99,7.0,0.38,1
urban,8.99,5.0,0.01,1
rural,5.24,3.0,0.06,1
rural,,2.0,0.07,0
rural,9.33,4.0,0.82,1
urban,8.85,1.0,0.73,1
rural,7.07,6.0,0.31,1
urban,6.28,5.0,0.3,1
rural,8.9,8.0,0.34,1
urban,8.35,10.0,0.57,1
urban,5.76,4.0,0.86,1
urban,5.41,5.0,0.48,1
rural,2.86,3.0,0.15,0
rural,7.31,5.0,0.16,1
urban,6.83,4.0,0.06,1
urban,9.27,6.0,0.74,1
rural,7.72,8.0,0.4,1
rural,9.67,2.0,0.92,1
urban,5.61,5.0,0.31,1
rural,9.28,9.0,0.8,1
rural,,9.0,0.5,0
rural,8.56,10.0,0.85,1
rural,4.08,7.0,0.56,1
urban,7.47,3.0,0.19,1
rural,3.03,3.0,0.8,0
rural,6.47,7.0,0.01,1
urban,7.88,3.0,0.5,1
urban,5.96,10.0,,1
rural,4.9,5.0,0.34,1
rural,8.69,5.0,0.41,1
